"","variable","activity","subject","mean"
"6375","tBodyGyroJerkMag-mean","WALKING","7",-0.300022779964912
"6376","tBodyGyroJerkMag-std","WALKING","7",-0.0953401161070176
"6377","fBodyAcc-mean-X","WALKING","7",-0.343048405789474
"6378","fBodyAcc-mean-Y","WALKING","7",-0.0641564202736842
"6379","fBodyAcc-mean-Z","WALKING","7",0.0385832252345614
"6380","fBodyAcc-std-X","WALKING","7",-0.322034908070175
"6381","fBodyAcc-std-Y","WALKING","7",-0.143721823263158
"6382","fBodyAcc-std-Z","WALKING","7",0.133316828089298
"6383","fBodyAccJerk-mean-X","WALKING","7",-0.383715797719298
"6384","fBodyAccJerk-mean-Y","WALKING","7",-0.123192887383684
"6385","fBodyAccJerk-mean-Z","WALKING","7",-0.106490372892632
"6386","fBodyAccJerk-std-X","WALKING","7",-0.365314790947368
"6387","fBodyAccJerk-std-Y","WALKING","7",-0.0431917460807018
"6388","fBodyAccJerk-std-Z","WALKING","7",-0.190751539207018
"6389","fBodyGyro-mean-X","WALKING","7",-0.318395104666667
"6390","fBodyGyro-mean-Y","WALKING","7",-0.151966687436842
"6391","fBodyGyro-mean-Z","WALKING","7",-0.366733617894737
"6392","fBodyGyro-std-X","WALKING","7",-0.563615256666667
"6393","fBodyGyro-std-Y","WALKING","7",-0.290859379017544
"6394","fBodyGyro-std-Z","WALKING","7",-0.463270018245614
"6395","fBodyAccMag-mean","WALKING","7",-0.151243649578947
"6396","fBodyAccMag-std","WALKING","7",-0.351706780526316
"6397","fBodyBodyAccJerkMag-mean","WALKING","7",-0.0384187298547368
"6398","fBodyBodyAccJerkMag-std","WALKING","7",-0.022138358
"6399","fBodyBodyGyroMag-mean","WALKING","7",-0.192909765467895
"6400","fBodyBodyGyroMag-std","WALKING","7",-0.343894914947368
"6401","fBodyBodyGyroJerkMag-mean","WALKING","7",-0.155339855862632
"6402","fBodyBodyGyroJerkMag-std","WALKING","7",-0.0841663774087719
"6403","tBodyAcc-mean-X","WALKING","8",0.27468631
"6404","tBodyAcc-mean-Y","WALKING","8",-0.0186628865310417
"6405","tBodyAcc-mean-Z","WALKING","8",-0.107252090833333
"6406","tBodyAcc-std-X","WALKING","8",-0.173605736002083
"6407","tBodyAcc-std-Y","WALKING","8",0.380782052708333
"6408","tBodyAcc-std-Z","WALKING","8",-0.1420885318125
"6409","tGravityAcc-mean-X","WALKING","8",0.913586347916667
"6410","tGravityAcc-mean-Y","WALKING","8",-0.217102194583333
"6411","tGravityAcc-mean-Z","WALKING","8",-0.186267836962021
"6412","tGravityAcc-std-X","WALKING","8",-0.974752050208333
"6413","tGravityAcc-std-Y","WALKING","8",-0.956781505625
"6414","tGravityAcc-std-Z","WALKING","8",-0.956640104791667
"6415","tBodyAccJerk-mean-X","WALKING","8",0.0703393490833333
"6416","tBodyAccJerk-mean-Y","WALKING","8",-0.00603947514583333
"6417","tBodyAccJerk-mean-Z","WALKING","8",-0.000673798876875
"6418","tBodyAccJerk-std-X","WALKING","8",-0.2586886278125
"6419","tBodyAccJerk-std-Y","WALKING","8",0.233987544458333
"6420","tBodyAccJerk-std-Z","WALKING","8",-0.383200596479167
"6421","tBodyGyro-mean-X","WALKING","8",0.0235088228254167
"6422","tBodyGyro-mean-Y","WALKING","8",-0.095791790535
"6423","tBodyGyro-mean-Z","WALKING","8",0.0509657915395833
"6424","tBodyGyro-std-X","WALKING","8",-0.1992097184375
"6425","tBodyGyro-std-Y","WALKING","8",-0.2119972775
"6426","tBodyGyro-std-Z","WALKING","8",-0.0754447842395833
"6427","tBodyGyroJerk-mean-X","WALKING","8",-0.135886431360417
"6428","tBodyGyroJerk-mean-Y","WALKING","8",-0.0314880905541667
"6429","tBodyGyroJerk-mean-Z","WALKING","8",-0.0522683965333333
"6430","tBodyGyroJerk-std-X","WALKING","8",-0.2460827504375
"6431","tBodyGyroJerk-std-Y","WALKING","8",-0.428055700208333
"6432","tBodyGyroJerk-std-Z","WALKING","8",-0.388446971666667
"6433","tBodyAccMag-mean","WALKING","8",0.0516786278104167
"6434","tBodyAccMag-std","WALKING","8",-0.1804072826
"6435","tGravityAccMag-mean","WALKING","8",0.0516786278104167
"6436","tGravityAccMag-std","WALKING","8",-0.1804072826
"6437","tBodyAccJerkMag-mean","WALKING","8",-0.0668322430433333
"6438","tBodyAccJerkMag-std","WALKING","8",-0.184571053979167
"6439","tBodyGyroMag-mean","WALKING","8",-0.00310243820125
"6440","tBodyGyroMag-std","WALKING","8",-0.238746703958333
"6441","tBodyGyroJerkMag-mean","WALKING","8",-0.339129269583333
"6442","tBodyGyroJerkMag-std","WALKING","8",-0.502957255416667
"6443","fBodyAcc-mean-X","WALKING","8",-0.247389011875
"6444","fBodyAcc-mean-Y","WALKING","8",0.316982393333333
"6445","fBodyAcc-mean-Z","WALKING","8",-0.238634594791667
"6446","fBodyAcc-std-X","WALKING","8",-0.148386858858333
"6447","fBodyAcc-std-Y","WALKING","8",0.32484493125
"6448","fBodyAcc-std-Z","WALKING","8",-0.158437341970833
"6449","fBodyAccJerk-mean-X","WALKING","8",-0.311198711041667
"6450","fBodyAccJerk-mean-Y","WALKING","8",0.0796832872416667
"6451","fBodyAccJerk-mean-Z","WALKING","8",-0.361563262083333
"6452","fBodyAccJerk-std-X","WALKING","8",-0.271448185291667
"6453","fBodyAccJerk-std-Y","WALKING","8",0.315883536479167
"6454","fBodyAccJerk-std-Z","WALKING","8",-0.4044825094375
"6455","fBodyGyro-mean-X","WALKING","8",-0.102063053808333
"6456","fBodyGyro-mean-Y","WALKING","8",-0.259729692333333
"6457","fBodyGyro-mean-Z","WALKING","8",-0.132902199479167
"6458","fBodyGyro-std-X","WALKING","8",-0.234252005895833
"6459","fBodyGyro-std-Y","WALKING","8",-0.1908057215
"6460","fBodyGyro-std-Z","WALKING","8",-0.1429742348125
"6461","fBodyAccMag-mean","WALKING","8",-0.09521728274375
"6462","fBodyAccMag-std","WALKING","8",-0.360818978541667
"6463","fBodyBodyAccJerkMag-mean","WALKING","8",-0.123834409766667
"6464","fBodyBodyAccJerkMag-std","WALKING","8",-0.276436130125
"6465","fBodyBodyGyroMag-mean","WALKING","8",-0.301241848645833
"6466","fBodyBodyGyroMag-std","WALKING","8",-0.327459577895833
"6467","fBodyBodyGyroJerkMag-mean","WALKING","8",-0.473026230833333
"6468","fBodyBodyGyroJerkMag-std","WALKING","8",-0.581240190833333
"6469","tBodyAcc-mean-X","WALKING","9",0.278502842115385
"6470","tBodyAcc-mean-Y","WALKING","9",-0.0180891971284423
"6471","tBodyAcc-mean-Z","WALKING","9",-0.110820512307692
"6472","tBodyAcc-std-X","WALKING","9",-0.238353562692308
"6473","tBodyAcc-std-Y","WALKING","9",-0.201696960826923
"6474","tBodyAcc-std-Z","WALKING","9",-0.0579636469030769
"6475","tGravityAcc-mean-X","WALKING","9",0.951867079615385
"6476","tGravityAcc-mean-Y","WALKING","9",-0.0314341738730769
"6477","tGravityAcc-mean-Z","WALKING","9",-0.115856121080385
"6478","tGravityAcc-std-X","WALKING","9",-0.980971973653846
"6479","tGravityAcc-std-Y","WALKING","9",-0.971242423076923
"6480","tGravityAcc-std-Z","WALKING","9",-0.955523995576923
"6481","tBodyAccJerk-mean-X","WALKING","9",0.0704357270480769
"6482","tBodyAccJerk-mean-Y","WALKING","9",0.0212255910017308
"6483","tBodyAccJerk-mean-Z","WALKING","9",0.00414762740192308
"6484","tBodyAccJerk-std-X","WALKING","9",-0.206733787961538
"6485","tBodyAccJerk-std-Y","WALKING","9",-0.276929933846154
"6486","tBodyAccJerk-std-Z","WALKING","9",-0.409764526153846
"6487","tBodyGyro-mean-X","WALKING","9",-0.0808360598653846
"6488","tBodyGyro-mean-Y","WALKING","9",-0.0625598710615385
"6489","tBodyGyro-mean-Z","WALKING","9",0.111629779896154
"6490","tBodyGyro-std-X","WALKING","9",-0.476163506730769
"6491","tBodyGyro-std-Y","WALKING","9",-0.467054167884615
"6492","tBodyGyro-std-Z","WALKING","9",-0.265683521346154
"6493","tBodyGyroJerk-mean-X","WALKING","9",-0.0809204094461538
"6494","tBodyGyroJerk-mean-Y","WALKING","9",-0.0356283427038462
"6495","tBodyGyroJerk-mean-Z","WALKING","9",-0.0633406620592308
"6496","tBodyGyroJerk-std-X","WALKING","9",-0.526985309038462
"6497","tBodyGyroJerk-std-Y","WALKING","9",-0.549200228076923
"6498","tBodyGyroJerk-std-Z","WALKING","9",-0.457881494038462
"6499","tBodyAccMag-mean","WALKING","9",-0.0980840496143461
"6500","tBodyAccMag-std","WALKING","9",-0.37942877
"6501","tGravityAccMag-mean","WALKING","9",-0.0980840496143461
"6502","tGravityAccMag-std","WALKING","9",-0.37942877
"6503","tBodyAccJerkMag-mean","WALKING","9",-0.203733615519231
"6504","tBodyAccJerkMag-std","WALKING","9",-0.317113487115385
"6505","tBodyGyroMag-mean","WALKING","9",-0.294542266826923
"6506","tBodyGyroMag-std","WALKING","9",-0.489725811538462
"6507","tBodyGyroJerkMag-mean","WALKING","9",-0.510253995769231
"6508","tBodyGyroJerkMag-std","WALKING","9",-0.599866472692308
"6509","fBodyAcc-mean-X","WALKING","9",-0.294711163653846
"6510","fBodyAcc-mean-Y","WALKING","9",-0.257677616153846
"6511","fBodyAcc-mean-Z","WALKING","9",-0.250806259788462
"6512","fBodyAcc-std-X","WALKING","9",-0.218019977423077
"6513","fBodyAcc-std-Y","WALKING","9",-0.223972558596154
"6514","fBodyAcc-std-Z","WALKING","9",-0.0337965256573077
"6515","fBodyAccJerk-mean-X","WALKING","9",-0.314265401346154
"6516","fBodyAccJerk-mean-Y","WALKING","9",-0.367706595
"6517","fBodyAccJerk-mean-Z","WALKING","9",-0.399541245192308
"6518","fBodyAccJerk-std-X","WALKING","9",-0.170228340134423
"6519","fBodyAccJerk-std-Y","WALKING","9",-0.228380473480769
"6520","fBodyAccJerk-std-Z","WALKING","9",-0.419104362884615
"6521","fBodyGyro-mean-X","WALKING","9",-0.383676120961538
"6522","fBodyGyro-mean-Y","WALKING","9",-0.436905860576923
"6523","fBodyGyro-mean-Z","WALKING","9",-0.240222512134615
"6524","fBodyGyro-std-X","WALKING","9",-0.507404512692308
"6525","fBodyGyro-std-Y","WALKING","9",-0.490990336346154
"6526","fBodyGyro-std-Z","WALKING","9",-0.342367223269231
"6527","fBodyAccMag-mean","WALKING","9",-0.318801022711538
"6528","fBodyAccMag-std","WALKING","9",-0.513891953269231
"6529","fBodyBodyAccJerkMag-mean","WALKING","9",-0.316870715576923
"6530","fBodyBodyAccJerkMag-std","WALKING","9",-0.322337536730769
"6531","fBodyBodyGyroMag-mean","WALKING","9",-0.513797480384615
"6532","fBodyBodyGyroMag-std","WALKING","9",-0.562714528653846
"6533","fBodyBodyGyroJerkMag-mean","WALKING","9",-0.602581618269231
"6534","fBodyBodyGyroJerkMag-std","WALKING","9",-0.624351923653846
"6535","tBodyAcc-mean-X","WALKING","10",0.278574076603774
"6536","tBodyAcc-mean-Y","WALKING","10",-0.017022351190566
"6537","tBodyAcc-mean-Z","WALKING","10",-0.109057512132075
"6538","tBodyAcc-std-X","WALKING","10",-0.178709734396226
"6539","tBodyAcc-std-Y","WALKING","10",-0.0227431651698113
"6540","tBodyAcc-std-Z","WALKING","10",-0.395645072075472
"6541","tGravityAcc-mean-X","WALKING","10",0.963092149811321
"6542","tGravityAcc-mean-Y","WALKING","10",-0.0838277013962264
"6543","tGravityAcc-mean-Z","WALKING","10",0.0549276242264151
"6544","tGravityAcc-std-X","WALKING","10",-0.974435158113208
"6545","tGravityAcc-std-Y","WALKING","10",-0.971114719811321
"6546","tGravityAcc-std-Z","WALKING","10",-0.957862728301887
"6547","tBodyAccJerk-mean-X","WALKING","10",0.0857943809283019
"6548","tBodyAccJerk-mean-Y","WALKING","10",0.00408248792641509
"6549","tBodyAccJerk-mean-Z","WALKING","10",-0.0162953195396226
"6550","tBodyAccJerk-std-X","WALKING","10",-0.0521991013207547
"6551","tBodyAccJerk-std-Y","WALKING","10",0.0750804952113207
"6552","tBodyAccJerk-std-Z","WALKING","10",-0.511662905849057
"6553","tBodyGyro-mean-X","WALKING","10",0.0106894976215094
"6554","tBodyGyro-mean-Y","WALKING","10",-0.0819540783760943
"6555","tBodyGyro-mean-Z","WALKING","10",0.0986695731160377
"6556","tBodyGyro-std-X","WALKING","10",-0.414205475283019
"6557","tBodyGyro-std-Y","WALKING","10",-0.250853318679245
"6558","tBodyGyro-std-Z","WALKING","10",-0.174524868603774
"6559","tBodyGyroJerk-mean-X","WALKING","10",-0.122709563462264
"6560","tBodyGyroJerk-mean-Y","WALKING","10",-0.0519204981037736
"6561","tBodyGyroJerk-mean-Z","WALKING","10",-0.0611262928849057
"6562","tBodyGyroJerk-std-X","WALKING","10",-0.366063723207547
"6563","tBodyGyroJerk-std-Y","WALKING","10",-0.509683327924528
"6564","tBodyGyroJerk-std-Z","WALKING","10",-0.329079492641509
"6565","tBodyAccMag-mean","WALKING","10",-0.127400912069811
"6566","tBodyAccMag-std","WALKING","10",-0.185602396067925
"6567","tGravityAccMag-mean","WALKING","10",-0.127400912069811
"6568","tGravityAccMag-std","WALKING","10",-0.185602396067925
"6569","tBodyAccJerkMag-mean","WALKING","10",-0.132624992298283
"6570","tBodyAccJerkMag-std","WALKING","10",0.037608338009434
"6571","tBodyGyroMag-mean","WALKING","10",-0.156458730358491
"6572","tBodyGyroMag-std","WALKING","10",-0.402025135660377
"6573","tBodyGyroJerkMag-mean","WALKING","10",-0.440363636603774
"6574","tBodyGyroJerkMag-std","WALKING","10",-0.501027916603774
"6575","fBodyAcc-mean-X","WALKING","10",-0.114190001283019
"6576","fBodyAcc-mean-Y","WALKING","10",0.0533911909886792
"6577","fBodyAcc-mean-Z","WALKING","10",-0.41218272245283
"6578","fBodyAcc-std-X","WALKING","10",-0.206366497226415
"6579","fBodyAcc-std-Y","WALKING","10",-0.129775706316981
"6580","fBodyAcc-std-Z","WALKING","10",-0.435304215660377
"6581","fBodyAccJerk-mean-X","WALKING","10",-0.107941107467925
"6582","fBodyAccJerk-mean-Y","WALKING","10",0.0309052018326415
"6583","fBodyAccJerk-mean-Z","WALKING","10",-0.464020508867925
"6584","fBodyAccJerk-std-X","WALKING","10",-0.0791518267107547
"6585","fBodyAccJerk-std-Y","WALKING","10",0.0484867672264151
"6586","fBodyAccJerk-std-Z","WALKING","10",-0.558512650188679
"6587","fBodyGyro-mean-X","WALKING","10",-0.277913780754717
"6588","fBodyGyro-mean-Y","WALKING","10",-0.345209034528302
"6589","fBodyGyro-mean-Z","WALKING","10",-0.108530029881132
"6590","fBodyGyro-std-X","WALKING","10",-0.458292932830189
"6591","fBodyGyro-std-Y","WALKING","10",-0.204392821584906
"6592","fBodyGyro-std-Z","WALKING","10",-0.273292866226415
"6593","fBodyAccMag-mean","WALKING","10",-0.0930237422792453
"6594","fBodyAccMag-std","WALKING","10",-0.370471943962264
"6595","fBodyBodyAccJerkMag-mean","WALKING","10",0.0205189516981132
"6596","fBodyBodyAccJerkMag-std","WALKING","10",0.0502087634986792
"6597","fBodyBodyGyroMag-mean","WALKING","10",-0.412616909622642
"6598","fBodyBodyGyroMag-std","WALKING","10",-0.499759796981132
"6599","fBodyBodyGyroJerkMag-mean","WALKING","10",-0.515065335849057
"6600","fBodyBodyGyroJerkMag-std","WALKING","10",-0.517675799056604
"6601","tBodyAcc-mean-X","WALKING","11",0.271821892881356
"6602","tBodyAcc-mean-Y","WALKING","11",-0.0166475833623729
"6603","tBodyAcc-mean-Z","WALKING","11",-0.106096304033898
"6604","tBodyAcc-std-X","WALKING","11",-0.422842071864407
"6605","tBodyAcc-std-Y","WALKING","11",-0.0522120750440678
"6606","tBodyAcc-std-Z","WALKING","11",-0.530626311355932
"6607","tGravityAcc-mean-X","WALKING","11",0.946468451355932
"6608","tGravityAcc-mean-Y","WALKING","11",-0.212045870169492
"6609","tGravityAcc-mean-Z","WALKING","11",0.134053215101695
"6610","tGravityAcc-std-X","WALKING","11",-0.98110101440678
"6611","tGravityAcc-std-Y","WALKING","11",-0.966240553559322
"6612","tGravityAcc-std-Z","WALKING","11",-0.960852684067797
"6613","tBodyAccJerk-mean-X","WALKING","11",0.0829709328491525
"6614","tBodyAccJerk-mean-Y","WALKING","11",0.0127682476559322
"6615","tBodyAccJerk-mean-Z","WALKING","11",-0.013364827779661
"6616","tBodyAccJerk-std-X","WALKING","11",-0.428516343559322
"6617","tBodyAccJerk-std-Y","WALKING","11",-0.181419230254237
"6618","tBodyAccJerk-std-Z","WALKING","11",-0.720654731186441
"6619","tBodyGyro-mean-X","WALKING","11",-0.0426928995457627
"6620","tBodyGyro-mean-Y","WALKING","11",-0.0705104974254237
"6621","tBodyGyro-mean-Z","WALKING","11",0.0843744495507542
"6622","tBodyGyro-std-X","WALKING","11",-0.596346930847458
"6623","tBodyGyro-std-Y","WALKING","11",-0.499625287288136
"6624","tBodyGyro-std-Z","WALKING","11",-0.434178202542373
"6625","tBodyGyroJerk-mean-X","WALKING","11",-0.0918204195491525
"6626","tBodyGyroJerk-mean-Y","WALKING","11",-0.0514172549559322
"6627","tBodyGyroJerk-mean-Z","WALKING","11",-0.0342677451
"6628","tBodyGyroJerk-std-X","WALKING","11",-0.541616397118644
"6629","tBodyGyroJerk-std-Y","WALKING","11",-0.737993755932203
"6630","tBodyGyroJerk-std-Z","WALKING","11",-0.551079942542373
"6631","tBodyAccMag-mean","WALKING","11",-0.288323472033898
"6632","tBodyAccMag-std","WALKING","11",-0.487735915084746
"6633","tGravityAccMag-mean","WALKING","11",-0.288323472033898
"6634","tGravityAccMag-std","WALKING","11",-0.487735915084746
"6635","tBodyAccJerkMag-mean","WALKING","11",-0.402333202033898
"6636","tBodyAccJerkMag-std","WALKING","11",-0.403141284745763
"6637","tBodyGyroMag-mean","WALKING","11",-0.421801673559322
"6638","tBodyGyroMag-std","WALKING","11",-0.558362783220339
"6639","tBodyGyroJerkMag-mean","WALKING","11",-0.63073270559322
"6640","tBodyGyroJerkMag-std","WALKING","11",-0.753671416101695
"6641","fBodyAcc-mean-X","WALKING","11",-0.396533731864407
"6642","fBodyAcc-mean-Y","WALKING","11",-0.0830478435976271
"6643","fBodyAcc-mean-Z","WALKING","11",-0.616402910169492
"6644","fBodyAcc-std-X","WALKING","11",-0.433703311525424
"6645","fBodyAcc-std-Y","WALKING","11",-0.0966068285372881
"6646","fBodyAcc-std-Z","WALKING","11",-0.523093394915254
"6647","fBodyAccJerk-mean-X","WALKING","11",-0.453265268813559
"6648","fBodyAccJerk-mean-Y","WALKING","11",-0.241801726186441
"6649","fBodyAccJerk-mean-Z","WALKING","11",-0.69259387220339
"6650","fBodyAccJerk-std-X","WALKING","11",-0.45394304
"6651","fBodyAccJerk-std-Y","WALKING","11",-0.170177403123729
"6652","fBodyAccJerk-std-Z","WALKING","11",-0.747564612033898
"6653","fBodyGyro-mean-X","WALKING","11",-0.514753307627119
"6654","fBodyGyro-mean-Y","WALKING","11",-0.593107398474576
"6655","fBodyGyro-mean-Z","WALKING","11",-0.398293336610169
"6656","fBodyGyro-std-X","WALKING","11",-0.623150268983051
"6657","fBodyGyro-std-Y","WALKING","11",-0.453663184067797
"6658","fBodyGyro-std-Z","WALKING","11",-0.498554639491525
"6659","fBodyAccMag-mean","WALKING","11",-0.458514062542373
"6660","fBodyAccMag-std","WALKING","11",-0.584455992033898
"6661","fBodyBodyAccJerkMag-mean","WALKING","11",-0.395116134237288
"6662","fBodyBodyAccJerkMag-std","WALKING","11",-0.41744681559322
"6663","fBodyBodyGyroMag-mean","WALKING","11",-0.610222628813559
"6664","fBodyBodyGyroMag-std","WALKING","11",-0.59974543779661
"6665","fBodyBodyGyroJerkMag-mean","WALKING","11",-0.751914457457627
"6666","fBodyBodyGyroJerkMag-std","WALKING","11",-0.773574064745763
"6667","tBodyAcc-mean-X","WALKING","12",0.2771286656
"6668","tBodyAcc-mean-Y","WALKING","12",-0.015560927606
"6669","tBodyAcc-mean-Z","WALKING","12",-0.10316110632
"6670","tBodyAcc-std-X","WALKING","12",-0.128898533096
"6671","tBodyAcc-std-Y","WALKING","12",-0.122783290008
"6672","tBodyAcc-std-Z","WALKING","12",-0.4106060626
"6673","tGravityAcc-mean-X","WALKING","12",0.9668735148
"6674","tGravityAcc-mean-Y","WALKING","12",-0.1559834498
"6675","tGravityAcc-mean-Z","WALKING","12",-0.03608428788
"6676","tGravityAcc-std-X","WALKING","12",-0.97911312
"6677","tGravityAcc-std-Y","WALKING","12",-0.9646191738
"6678","tGravityAcc-std-Z","WALKING","12",-0.9502762272
"6679","tBodyAccJerk-mean-X","WALKING","12",0.045764401482
"6680","tBodyAccJerk-mean-Y","WALKING","12",0.0197766948336
"6681","tBodyAccJerk-mean-Z","WALKING","12",0.005025870328
"6682","tBodyAccJerk-std-X","WALKING","12",-0.01350661106
"6683","tBodyAccJerk-std-Y","WALKING","12",-0.089404968585
"6684","tBodyAccJerk-std-Z","WALKING","12",-0.512276838
"6685","tBodyGyro-mean-X","WALKING","12",-0.1045136708758
"6686","tBodyGyro-mean-Y","WALKING","12",-0.03442910782
"6687","tBodyGyro-mean-Z","WALKING","12",0.0999739123004
"6688","tBodyGyro-std-X","WALKING","12",-0.5462634706
"6689","tBodyGyro-std-Y","WALKING","12",-0.4494013978
"6690","tBodyGyro-std-Z","WALKING","12",-0.35017028664
"6691","tBodyGyroJerk-mean-X","WALKING","12",-0.06223893174
"6692","tBodyGyroJerk-mean-Y","WALKING","12",-0.049852604592
"6693","tBodyGyroJerk-mean-Z","WALKING","12",-0.0467338151926
"6694","tBodyGyroJerk-std-X","WALKING","12",-0.3908072382
"6695","tBodyGyroJerk-std-Y","WALKING","12",-0.581290691
"6696","tBodyGyroJerk-std-Z","WALKING","12",-0.4806421996
"6697","tBodyAccMag-mean","WALKING","12",-0.102204550448
"6698","tBodyAccMag-std","WALKING","12",-0.23697286882
"6699","tGravityAccMag-mean","WALKING","12",-0.102204550448
"6700","tGravityAccMag-std","WALKING","12",-0.23697286882
"6701","tBodyAccJerkMag-mean","WALKING","12",-0.144064922688
"6702","tBodyAccJerkMag-std","WALKING","12",-0.02028505044
"6703","tBodyGyroMag-mean","WALKING","12",-0.35593036512
"6704","tBodyGyroMag-std","WALKING","12",-0.4132083408
"6705","tBodyGyroJerkMag-mean","WALKING","12",-0.5174937754
"6706","tBodyGyroJerkMag-std","WALKING","12",-0.5488904506
"6707","fBodyAcc-mean-X","WALKING","12",-0.05435763951
"6708","fBodyAcc-mean-Y","WALKING","12",-0.071302455092
"6709","fBodyAcc-mean-Z","WALKING","12",-0.4223253002
"6710","fBodyAcc-std-X","WALKING","12",-0.160707260634
"6711","fBodyAcc-std-Y","WALKING","12",-0.20851528006
"6712","fBodyAcc-std-Z","WALKING","12",-0.4521466944
"6713","fBodyAccJerk-mean-X","WALKING","12",-0.08161979534
"6714","fBodyAccJerk-mean-Y","WALKING","12",-0.1413740705982
"6715","fBodyAccJerk-mean-Z","WALKING","12",-0.4913861728
"6716","fBodyAccJerk-std-X","WALKING","12",-0.03105929456
"6717","fBodyAccJerk-std-Y","WALKING","12",-0.094056408433
"6718","fBodyAccJerk-std-Z","WALKING","12",-0.5314863218
"6719","fBodyGyro-mean-X","WALKING","12",-0.4019759318
"6720","fBodyGyro-mean-Y","WALKING","12",-0.4678863378
"6721","fBodyGyro-mean-Z","WALKING","12",-0.31728248436
"6722","fBodyGyro-std-X","WALKING","12",-0.5931428818
"6723","fBodyGyro-std-Y","WALKING","12",-0.4437983296
"6724","fBodyGyro-std-Z","WALKING","12",-0.4222565212
"6725","fBodyAccMag-mean","WALKING","12",-0.153116002784
"6726","fBodyAccMag-std","WALKING","12",-0.4088962994
"6727","fBodyBodyAccJerkMag-mean","WALKING","12",-0.029912425338
"6728","fBodyBodyAccJerkMag-std","WALKING","12",-0.013953908696
"6729","fBodyBodyGyroMag-mean","WALKING","12",-0.442503784
"6730","fBodyBodyGyroMag-std","WALKING","12",-0.4948022154
"6731","fBodyBodyGyroJerkMag-mean","WALKING","12",-0.5611764414
"6732","fBodyBodyGyroJerkMag-std","WALKING","12",-0.5649340126
"6733","tBodyAcc-mean-X","WALKING","13",0.275883130350877
"6734","tBodyAcc-mean-Y","WALKING","13",-0.0185660651947368
"6735","tBodyAcc-mean-Z","WALKING","13",-0.111431456192982
"6736","tBodyAcc-std-X","WALKING","13",-0.346980394210526
"6737","tBodyAcc-std-Y","WALKING","13",0.141866689392982
"6738","tBodyAcc-std-Z","WALKING","13",-0.220503537026316
"6739","tGravityAcc-mean-X","WALKING","13",0.910855709298246
"6740","tGravityAcc-mean-Y","WALKING","13",-0.283658580877193
"6741","tGravityAcc-mean-Z","WALKING","13",-0.131299718666667
"6742","tGravityAcc-std-X","WALKING","13",-0.97254492245614
"6743","tGravityAcc-std-Y","WALKING","13",-0.960899845614035
"6744","tGravityAcc-std-Z","WALKING","13",-0.948637587719298
"6745","tBodyAccJerk-mean-X","WALKING","13",0.0809590227198246
"6746","tBodyAccJerk-mean-Y","WALKING","13",0.00308364501403509
"6747","tBodyAccJerk-mean-Z","WALKING","13",0.00597249011754386
"6748","tBodyAccJerk-std-X","WALKING","13",-0.220910068015789
"6749","tBodyAccJerk-std-Y","WALKING","13",0.0565488771722807
"6750","tBodyAccJerk-std-Z","WALKING","13",-0.374633172105263
"6751","tBodyGyro-mean-X","WALKING","13",-0.0174207634701754
"6752","tBodyGyro-mean-Y","WALKING","13",-0.0798472502663158
"6753","tBodyGyro-mean-Z","WALKING","13",0.0784205641252632
"6754","tBodyGyro-std-X","WALKING","13",-0.376059914210526
"6755","tBodyGyro-std-Y","WALKING","13",-0.290023550315789
"6756","tBodyGyro-std-Z","WALKING","13",-0.363369948070175
"6757","tBodyGyroJerk-mean-X","WALKING","13",-0.0966598593263158
"6758","tBodyGyroJerk-mean-Y","WALKING","13",-0.0319849271912281
"6759","tBodyGyroJerk-mean-Z","WALKING","13",-0.0636693233473684
"6760","tBodyGyroJerk-std-X","WALKING","13",-0.216812065298246
"6761","tBodyGyroJerk-std-Y","WALKING","13",-0.35776089977193
"6762","tBodyGyroJerk-std-Z","WALKING","13",-0.341765824491228
"6763","tBodyAccMag-mean","WALKING","13",-0.135643867842105
"6764","tBodyAccMag-std","WALKING","13",-0.292546377017544
"6765","tGravityAccMag-mean","WALKING","13",-0.135643867842105
"6766","tGravityAccMag-std","WALKING","13",-0.292546377017544
"6767","tBodyAccJerkMag-mean","WALKING","13",-0.133205034736842
"6768","tBodyAccJerkMag-std","WALKING","13",-0.131788528797719
"6769","tBodyGyroMag-mean","WALKING","13",-0.218669558421053
"6770","tBodyGyroMag-std","WALKING","13",-0.253240071964912
"6771","tBodyGyroJerkMag-mean","WALKING","13",-0.303508210175439
"6772","tBodyGyroJerkMag-std","WALKING","13",-0.322118379807018
"6773","fBodyAcc-mean-X","WALKING","13",-0.335030121052632
"6774","fBodyAcc-mean-Y","WALKING","13",0.0955150666694737
"6775","fBodyAcc-mean-Z","WALKING","13",-0.246851507561404
"6776","fBodyAcc-std-X","WALKING","13",-0.353299848947368
"6777","fBodyAcc-std-Y","WALKING","13",0.0921968931052632
"6778","fBodyAcc-std-Z","WALKING","13",-0.269896395250877
"6779","fBodyAccJerk-mean-X","WALKING","13",-0.290460801694737
"6780","fBodyAccJerk-mean-Y","WALKING","13",-0.0439195137368421
"6781","fBodyAccJerk-mean-Z","WALKING","13",-0.342263716894737
"6782","fBodyAccJerk-std-X","WALKING","13",-0.219716159766667
"6783","fBodyAccJerk-std-Y","WALKING","13",0.0946741596910526
"6784","fBodyAccJerk-std-Z","WALKING","13",-0.406173351578947
"6785","fBodyGyro-mean-X","WALKING","13",-0.192856474047368
